Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
8/27/2011,11:05 PM,8/29/2077,3:30 PM,District of Columbia; Maryland,RFC,,Severe Weather,0,220000
8/27/2011,11:00 PM,8/29/2011,8:00 AM,Maryland,RFC,,Severe Weather,0,108000
8/27/2011,10:00 PM,8/29/2011,4:00 PM,Southern New Jersey,RFC,,Severe Weather,320,140000
8/27/2011,10:00 PM,8/29/2011,10:00 PM,Pennsylvania,RFC,,Severe Weather,0,264000
8/27/2011,8:30 PM,9/4/2011,11:30 PM,Maryland,RFC,,Severe Weather,1114,760113
8/27/2011,1:00 PM,8/29/2011,1:00 PM,Delaware; Maryland,RFC,,Severe Weather,0,165000
8/27/2011,7:00 PM,8/29/2011,1:31 PM,Eastern North Carolina,SERC,,Severe Weather,200,136000
8/27/2011,10:33 AM,8/29/2011,2:00 PM,North Carolina; Virginia,SERC,,Severe Weather,0,1000000
8/27/2011,2:57 AM,8/29/2011,11:30 PM,Eastern North Carolina,SERC,,Severe Weather,0,285465
8/27/2011,2:00 AM,8/27/2011,5:15 AM,Wilson County North Carolina,SERC,,Distribution System Interruption,2,1200
8/28/2011,12:30 PM,8/28/2011,12:31 PM,New York,NPCC,,Severe Weather,0,116000
8/28/2011,12:10 PM,8/28/2011,12:11 PM,Eastern Massachusetts,NPCC,,Severe Weather,0,50000
8/28/2011,9:42 AM,8/30/2011,12:01 AM,Eastern New York,NPCC,,Severe Weather,0,100000
8/28/2011,7:40 AM,8/29/2011,7:40 AM,Southwest Connecticut,NPCC,,Severe Weather,0,158000
8/28/2011,7:00 AM,9/3/2011,12:01 AM,New York,NPCC,,Severe Weather,0,99700
8/28/2011,5:01 AM,9/3/2011,5:01 AM,Borough's and Westshester County New York,NPCC,,Severe Weather,0,50000
8/28/2011,5:00 AM,8/30/2011,5:00 AM,"Long Island, New York",NPCC,,Severe Weather,0,152261
8/28/2011,12:01 AM,8/30/2011,12:01 AM,"Mid-Hudson, New York",NPCC,,Severe Weather,0,180000
