Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
8/28/2011,2:58 AM,8/30/2011,2:58 AM,Eastern and Northeastern Pennsylvania,RFC,,Severe Weather,110,284000
8/28/2011,12:30 AM,8/30/2011,12:30 AM,Northern and Central New Jersey,RFC,,Severe Weather,0,650000
8/28/2011,12:23 AM,8/30/2011,12:23 AM,New Jersey,RFC,,Severe Weather,500,665000
8/28/2011,8:55 PM,8/28/2011,11:39 PM,"Calapooya Substation, Oregon",WECC,,Suspected Physical Attack,0,0
8/31/2011,12:52 PM,8/31/2011,12:52 PM,Southwest Ohio,RFC,,Suspected Physical Attack,0,0
9/1/2011,8:13 AM,9/1/2011,4:00 PM,"Graham Substaion, Washington",WECC,,Vandalism,0,0
9/3/2011,2:00 PM,9/8/2011,6:00 PM,"Southeast Lower Peninsula, Michigan",RFC,,Severe Weather,0,105000
9/5/2011,4:30 PM,9/7/2011,3:45 PM,Alabama; Georgia,SERC,,Severe Weather,177,53295
9/7/2011,12:08 AM,9/7/2011,10:50 AM,Western Connecticut; New York,NPCC,,Actual Physical Attack,0,0
9/8/2011,3:28 PM,9/10/2011,3:30 PM,Arizona; California,WECC,,Transmission/Distribution Interruption; Load Shed; Generation Inadequacy,7000,2000000
9/8/2011,7:53 PM,9/9/2011,4:00 PM,"Collins Substation, Tacoma, Washington",WECC,,Vandalism,0,0
9/12/2011,9:15 AM,9/12/2011,3:30 PM,"English Creek, New Jersey",RFC,,Vandalism,0,0
9/13/2011,11:43 AM,9/14/2011,4:00 PM,"Lacamas Substation, Roy, Washington",WECC,,Vandalism,0,0
9/13/2011,2:03 PM,9/13/2011,6:21 PM,"Saranac, New York",NPCC,,Vandalism,0,0
9/14/2011,9:00 AM,9/14/2011,2:00 PM,"Salt Lake County, Utah",WECC,,Vandalism,0,0
9/20/2011,12:55 PM,9/20/2011,5:00 PM,"Lacamas Substaion, Washington",WECC,,Vandalism,0,0
9/21/2011,10:30 AM,9/21/2011,10:30 AM,"Hockessin, Delaware",RFC,,Suspected Physical Attack,0,0
9/21/2011,2:37 PM,9/21/2011,3:47 PM,Puerto Rico,N/A,,Generation Inadequacy; Load Shed,600,319616
9/22/2011,2:50 PM,9/22/2011,2:51 PM,"Montgomery County, Ohio",RFC,,Vandalism,0,0
9/23/2011,9:04 AM,9/23/2011,9:04 AM,"North Haven, Connecticut",NPCC,,Vandalism,0,0
9/24/2011,4:17 PM,9/25/2011,4:00 PM,"Collins Substation, Tacoma, Washington",WECC,,Vandalism,0,0
9/26/2011,10:15 AM,9/26/2011,10:15 AM,"McKee City, New Jersey",RFC,,Vandalism,0,0
9/29/2011,5:00 AM,9/30/2011,6:00 AM,"Houston metro area, Texas",TRE,,Severe Weather,0,65000
9/28/2011,9:30 AM,9/28/2011,1:00 PM,"Watertown, Connecticut",NPCC,,Vandalism,0,0
9/28/2011,2:59 PM,9/28/2011,2:59 PM,"Dorothy, New Jersey",RFC,,Vandalism,0,0
9/28/2011,4:41 PM,9/28/2011,4:41 PM,"Bethany Beach, Delaware",RFC,,Suspected Physical Attack,0,0
9/29/2011,6:44 PM,9/30/2011,4:00 PM,"Collins Substation, Tacoma, Washington",WECC,,Vandalism,0,0
9/30/2011,8:22 AM,9/30/2011,8:22 AM,"Wilmington, Delaware",RFC,,Suspected Physical Attack,0,0
10/6/2011,11:07 AM,10/6/2011,11:07 AM,"Oquirrh Substation, Utah",WECC,,Vandalism,0,0
10/7/2011,8:04 AM,10/7/2011,4:00 PM,"Olympic Pipeline, Spanaway, Washington",WECC,,Suspected Physical Attack,0,0
10/14/2011,2:20 PM,10/14/2011,2:20 PM,"English Creek, New Jersey",RFC,,Vandalism,0,0
10/17/2011,3:34 AM,10/17/2011,10:42 AM,"Seat Pleasant, Maryland",RFC,,Vandalism,0,0
10/17/2011,3:44 PM,10/17/2011,3:44 PM,Southwest Ohio,RFC,,Vandalism,7,2000
10/18/2011,3:45 AM,10/18/2011,5:25 AM,"Holmesburg Substation, Philadelphia, Pennsylvania",RFC,,Suspected Physical Attack,0,0
10/20/2011,7:15 AM,10/20/2011,7:15 AM,"McKee, New Jersey",RFC,,Vandalism,0,0
10/24/2011,11:37 PM,10/26/2011,11:00 PM,"Holmesburg Substation, Philadelphia, Pennsylvania",RFC,,Suspected Physical Attack,0,0
10/26/2011,5:00 AM,10/27/2011,3:00 PM,"Denver; Ft. Collins, Colorado",WECC,,Severe Weather,0,204000
10/27/2011,1:00 AM,10/27/2011,2:36 AM,"Munster, Indiana",RFC,,Vandalism,0,0
10/29/2011,8:59 AM,11/7/2011,7:58 PM,Pennsylvania,RFC,,Severe Weather,0,312359
10/29/2011,8:59 AM,11/7/2011,3:00 PM,Pennsylvania,RFC,,Severe Weather,0,50000
10/29/2011,9:59 AM,11/7/2011,1:00 PM,Northwest and Central New Jersey,RFC,,Severe Weather,0,379000
10/29/2011,11:18 AM,11/4/2011,12:00 AM,Southeast New York,NPCC,,Severe Weather,0,161151
10/29/2011,12:57 PM,11/3/2011,11:00 PM,"Harrisburg, Lehigh Valley, Lancaster Region Pennsylvania",RFC,,Severe Weather,0,146721
10/29/2011,2:00 PM,10/31/2011,14:00,Southeast Pennsylvania,RFC,,Severe Weather,0,109335
10/29/2011,2:30 PM,11/6/2011,12:00 PM,New Jersey,RFC,,Severe Weather,125,197000
10/29/2011,3:00 PM,11/2/2011,8:15 AM,"Mid-Hudson Valley Region, New York",NPCC,,Severe Weather,0,145000
10/29/2011,4:14 PM,11/7/2011,4:00 PM,Connecticut; Maine; Massachusetts; New Hampshire; Rhode Island,NPCC,,Severe Weather,0,1418100
10/29/2011,4:16 PM,11/2/2011,9:30 PM,New York City area,NPCC,,Severe Weather,0,50000
10/29/2011,8:00 PM,10/31/2011,8:00 PM,New Jersey; New York,"NPCC, RFC",,Severe Weather,0,74000
11/4/2011,10:46 AM,11/4/2011,10:46 AM,"Sweetwater County, Wyoming",WECC,,Vandalism,0,0
11/13/2011,11:30 AM,11/13/2011,12:00 PM,"Cate Road, Deerfield, New Hampshire",NPCC,,Vandalism,0,0
11/14/2011,2:24 PM,11/14/2011,2:24 PM,"McKee, New Jersey",RFC,,Vandalism,0,0
11/22/2011,11:16 PM,11/22/2011,11:16 PM,Indiana,RFC,,Suspected Physical Attack,0,0
11/30/2011,10:00 AM,11/30/2011,11:00 AM,"Orchard Substation, Washington",WECC,,Vandalism,0,0
11/30/2011,4:56 PM,12/2/2011,10:00 AM,"City of Los Angeles, California",WECC,,Severe Weather,0,150000
12/1/2011,12:45 AM,12/7/2011,9:00 PM,Southern California,WECC,,Severe Weather,0,91690
12/1/2011,3:29 AM,12/2/2011,1:05 PM,Northern California,WECC,,Severe Weather,300,100000
12/1/2011,10:00 AM,12/2/2011,1:11 PM,Wasatch Front Area Utah,WECC,,Severe Weather,0,60000
12/2/2011,4:15 PM,12/2/2011,8:30 PM,Rusk County Texas,TRE,,Suspected Physical Attack,0,0
12/5/2011,2:00 PM,12/6/2011,5:00 PM,"Tacoma, Washington",WECC,,Suspected Physical Attack,0,0
12/6/2011,8:00 AM,12/6/2011,8:00 PM,"Bismarck-Mandan, North Dakota",MRO,,Public Appeal to Reduce Electricity Usage,155,34500
12/6/2011,5:38 PM,12/7/2011,11:04 AM,"Montague, Michigan",RFC,,Suspected Physical Attack,0,0
12/7/2011,7:29 PM,12/7/2011,10:57 PM,Central Virginia,SERC,,Severe Weather,240,60000
12/8/2011,8:45 AM,12/8/2011,4:30 PM,"Tacoma, Washington",WECC,,Suspected Physical Attack,0,0
12/13/2011,3:19 AM,12/14/2011,3:19 AM,Clinton County Ohio,RFC,,Suspected Physical Attack,0,0
12/19/2011,8:48 AM,12/19/2011,4:00 PM,"Croft Substation, Tacoma, Washington",WECC,,Suspected Physical Attack,0,0
12/20/2011,7:45 AM,12/20/2011,8:45 AM,"Sweet Home, Oregon",WECC,,Suspected Physical Attack,12,2500
12/20/2011,9:30 AM,12/20/2011,9:31 AM,"Tacoma, Washington",WECC,,Suspected Physical Attack,0,0
12/21/2011,10:30 AM,12/21/2011,10:30 AM,"Boise, Idaho",WECC,,Suspected Cyber Attack,0,0
12/31/2011,9:26 PM,12/31/2011,9:26 PM,"Tacoma, Washington",WECC,,Suspected Physical Attack,0,0
