Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
2/13/2009,2:30 AM,2/15/2009,3:00 AM,Central and Eastern Ohio,RFC,,High Winds,168,184000
2/23/2009,2:38 AM,2/24/2009,1:46 PM,Southern Central and Western Maine,NPCC,,Ice/Snow Storm,0,131000
3/1/2009,12:15 AM,3/1/2009,3:00 AM,"City of El Paso, Texas, County of El Paso",WECC,,Transmission Equipment Failure,250,132000
3/1/2009,4:00 PM,3/1/2009,11:25 PM,Southern Balancing Area,SERC,,Severe Weather,75,60000
3/1/2009,8:54 PM,3/3/2009,4:06 PM,Duke Energy Carolinas Balance Authority,SERC,,Ice/Snow Storm,1000,180000
3/1/2009,10:00 PM,3/3/2009,6:00 PM,Central Virginia - Spotsylvania County,SERC,,Winter Storm,210,217000
3/3/2009,6:48 AM,4/26/2009,6:05 AM,Southwest Michigan,RFC,,Transformer Faulted/Unit Tripped,378,0
3/3/2009,10:00 PM,3/4/2009,8:17 PM,"Roanoke, Virginia",REC,,Made Public Appeals,350,0
3/8/2009,10:16 PM,3/8/2009,11:45 PM,"San Francisco Bay Area, California",WECC,,Unit Shut Down,150,0
4/6/2009,1:00 AM,4/8/2009,12:00 PM,"Michigan, Lower Peninsula",RFC,,Winter Storm,75,70793
4/10/2009,10:00 PM,4/11/2009,2:30 AM,Alabama and Georgia,SERC,,Severe Thunderstorms,162,56679
4/23/2009,12:00 AM,,Ongoing,Restricted Hydro Electric Capability,WECC,,Fuel Supply Deficiency,0,0
4/23/2009,4:25 PM,4/24/2009,12:29 AM,"Skagit County, Washington",WECC,,Transmission Tripped,244,93300
4/23/2009,5:54 PM,4/23/2009,7:58 PM,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",WECC,,Substation Load Interruption,512,280000
4/24/2009,11:09 AM,4/24/2009,11:21 AM,"Ruston, Louisiana",SERC,,Complete Electric System Failure,32,11000
4/25/2009,2:30 PM,4/29/2009,1:00 AM,Western Region of Service Territory,RFC,,High Winds/Rain,0,125000
4/27/2009,3:30 PM,4/28/2009,11:30 AM,Greater Houston/Galveston Area,TRE,,High Winds,176,158000
5/8/2009,7:30 AM,5/8/2009,9:00 AM,SW Missouri,SERC,,Severe Thunderstorm,266,83000
5/8/2009,1:30 PM,5/14/2009,11:20 PM,Southern Illinois,SERC,,Severe Thunderstorm,300,68800
5/29/2009,9:05 AM,5/29/2009,7:57 PM,"Henderson County, Kentucky",SERC,,Transmission Equipment Failure,342,1
6/5/2009,1:38 PM,6/5/2009,8:18 PM,East of Fresno California,WECC,,Electrical System Separation,1,70
6/9/2009,5:25 PM,6/11/2009,5:00 AM,Central Maryland,RFC,,Severe Thunderstorms,60,85091
6/10/2009,6:00 PM,6/14/2009,10:00 AM,North and Central Texas,TRE,,Severe Storms,0,800000
6/12/2009,4:37 PM,6/12/2009,6:53 PM,"Chattanooga, Tennessee",SERC,,Severe Storm,860,136000
6/12/2009,5:45 PM,6/15/2009,11:59 PM,"Arkansas, North Mississippi",SERC,,Severe Thunderstorms,0,81645
6/12/2009,10:00 PM,6/13/2009,6:00 PM,Georgia,SERC,,Severe Thunderstorm,290,102000
6/16/2009,11:00 PM,6/17/2009,2:00 AM,A.D. Edmonston Pumping Plant,WECC,,Fuel Supply Deficiency,300,0
6/19/2009,12:01 AM,6/21/2009,11:00 PM,Michigan Lower Peninsula,RFC,,Severe Storm,75,99000
6/19/2009,1:00 PM,6/19/2009,11:59 PM,The Entire ComEd Service Territory,SERC,,Severe Storm,0,245000
6/24/2009,1:30 PM,6/24/2009,10:00 PM,Southwest Louisiana,SERC,,Made Public Appeals,0,0
6/25/2009,3:16 PM,6/25/2009,7:00 PM,ERCOT Region,TRE,,Made Public Appeals,0,0
6/25/2009,3:30 PM,6/28/2009,8:00 PM,Western Region of Service Territory,RFC,,High Winds/Rain,0,118000
6/26/2009,1:00 AM,6/27/2009,9:00 AM,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",RFC,,Severe Thunderstorms,327,85000
6/26/2009,5:00 PM,6/29/2009,9:00 AM,Central Connecticut,NPCC,,Severe Thunderstorms,0,50752
7/2/2009,10:44 PM,7/3/2009,1:25 AM,Northern Maine,NPCC,,Electrical System Separation,0,0
7/7/2009,3:30 PM,7/7/2009,7:00 PM,"San Antonio, Texas",TRE,,Made Public Appeals,0,0
7/8/2009,1:30 PM,7/8/2009,7:00 PM,ERCOT Region,TRE,,Made Public Appeals,0,0
7/14/2009,1:00 PM,7/14/2009,6:00 PM,AEP SWEPCO/Louisiana Area,SPP,,Made Public Appeals,0,0
7/15/2009,1:00 PM,7/15/2009,6:00 PM,AEP SWEPCO/Louisiana Area,SPP,,Made Public Appeals,0,0
7/16/2009,1:00 PM,7/16/2009,6:00 PM,AEP SWEPCO/Louisiana Area,SPP,,Made Public Appeals,0,0
7/18/2009,7:00 PM,7/19/2009,9:00 PM,Houston/Galveston Area,TRE,,Thunderstorms,51,73000
7/20/2009,9:50 PM,7/22/2009,7:00 PM,"Metro Denver (Jefferson, Adams, and Arapahoe Counties)",WECC,,Severe Thunderstorm,150,86058
7/21/2009,5:34 AM,7/21/2009,8:43 AM,"San Francisco Bay Area, California",WECC,,Unit Tripped,136,1
7/27/2009,5:05 AM,7/27/2009,5:47 AM,"Chattanooga, Tennessee",SERC,,Failure of Computer Hardware Used for Monitoring,0,0
7/28/2009,8:18 PM,7/28/2009,8:33 PM,Salt Lake City Utah and Northern Utah,WECC,,Loss of Part of Substation,316,0
8/2/2009,2:17 AM,8/3/2009,1:09 PM,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsyvania",RFC,,Highwinds,0,70264
8/4/2009,1:45 PM,8/8/2009,9:00 PM,"Northern Kentucky, Southwest Ohio and Central and South Indiana",RFC,,Thunderstorms,50,63700
8/5/2009,3:00 PM,8/5/2009,7:00 PM,ERCOT Region,TRE,,Made Public Appeals,0,0
8/7/2009,11:00 PM,8/11/2009,10:00 PM,Western Region of Service Territory,RFC,,High Winds and Rain,0,137000
8/9/2009,7:31 PM,8/10/2009,9:59 AM,"Michigan, Lower Peninsula",RFC,,Severe Thunderstorms,0,58156
8/12/2009,6:25 PM,8/12/2009,10:00 AM,South Houston Service Area,TRE,,Thunderstorms,491,73000
8/21/2009,7:00 PM,8/22/2009,8:00 AM,Houston Metropolitan Service Area,TRE,,Thunderstorms,544,80000
8/29/2009,11:00 AM,8/29/2009,2:01 PM,Western South Dakota,MRO,,Electrical System Separation,373,18
8/29/2009,10:54 PM,8/29/2009,11:53 PM,Western South Dakota,RFC,,Electrical System Separation,84,0
8/31/2009,10:31 AM,8/31/2009,12:00 AM,"City of Los Angeles, California",WECC,,Made Public Appeals,0,0
10/7/2009,5:45 AM,10/9/2009,11:00 PM,Southeast Michigan,RFC,,Severe Storms,0,75000
10/9/2009,6:30 PM,10/9/2009,7:10 PM,"Central Valley, CA (Bakersfield, CA)",WECC,,Transmission System Interruption,180,0
10/9/2009,10:45 PM,10/11/2009,4:00 PM,Arkansas and North Louisiana,SERC,,Winter Storm,0,56000
10/13/2009,12:48 PM,10/13/2009,2:34 PM,Southeastern Wyoming,WECC,,Ice,101,35500
10/13/2009,3:45 PM,10/13/2009,5:50 PM,Sacramento County,WECC,,High Winds,90,94000
10/13/2009,4:00 PM,10/13/2009,10:30 PM,Northern California,WECC,,High Winds and Rain,350,859554
11/12/2009,6:45 PM,11/14/2009,4:25 AM,"Southeastern Virginia, Northeastern North Carolina",SERC,,Tropical Storm Ida,400,335000
11/18/2009,6:15 AM,11/18/2009,10:00 AM,"Central Valley, CA",WECC,,Switching Failure,630,0
12/7/2009,10:00 PM,12/8/2009,4:00 AM,California,WECC,,Forced Outage Equipment Failure,400,0
12/8/2009,1:00 AM,12/10/2009,11:00 AM,Arizona,WECC,,Severe Weather,0,140000
12/8/2009,6:34 AM,12/8/2009,12:00 PM,California,WECC,,Load Shed/Made Public Appeals,0,0
12/9/2009,1:37 PM,12/10/2009,6:30 AM,Ohio,RFC,,Severe Weather,0,48102
12/10/2009,5:45 PM,12/12/2009,8:00 AM,Michigan,RFC,,Severe Weather,0,65562
12/18/2009,8:00 PM,12/25/2009,9:30 PM,"West Virginia, Kentucky, Ohio",RFC,,Severe Weather,0,403913
12/18/2009,10:55 PM,12/19/2009,11:15 PM,Western North Carolina,SERC,,Severe Weather,0,47000
